Mon Mar 16 15:00:00 CET 2015,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 16 17:00:00 CET 2015,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,0.00,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.00,null,null,null,null,null,null
Mon Mar 16 19:00:00 CET 2015,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 16 21:00:00 CET 2015,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 16 23:00:00 CET 2015,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 01:00:00 CET 2015,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 03:00:00 CET 2015,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 05:00:00 CET 2015,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 07:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 09:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 11:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 13:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 15:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 17:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 19:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 21:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Tue Mar 17 23:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 01:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 03:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 05:00:00 CET 2015,0xb633e_18-03-15 6:xx - 18-03-15 8:24,0.00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null
Wed Mar 18 07:00:00 CET 2015,0xb633e_18-03-15 6:xx - 18-03-15 8:24,0.08,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.07,0xb633e_18-03-15 8:xx - 03-04-15 9:24,0.01,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null
Wed Mar 18 09:00:00 CET 2015,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.26,0x7086e_18-03-15 9:xx - 18-03-15 10:41,0.09,0x7086e_18-03-15 10:xx - 18-03-15 10:53,0.02,0xb633e_18-03-15 8:xx - 03-04-15 9:24,0.00,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00
Wed Mar 18 11:00:00 CET 2015,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.13,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.00,null,null,null,null
Wed Mar 18 13:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 15:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 17:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 19:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 21:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Wed Mar 18 23:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 01:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 03:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 05:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 07:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 09:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 11:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.00,null,null,null,null,null,null
Thu Mar 19 13:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 15:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 17:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 19:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 21:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Thu Mar 19 23:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.00,null,null,null,null,null,null
Fri Mar 20 01:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 03:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 05:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 07:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 09:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.00,null,null,null,null,null,null
Fri Mar 20 11:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 13:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 15:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 17:00:00 CET 2015,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.00,null,null,null,null,null,null
Fri Mar 20 19:00:00 CET 2015,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.00,null,null,null,null,null,null,null,null
Fri Mar 20 21:00:00 CET 2015,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.00,null,null,null,null,null,null
Fri Mar 20 23:00:00 CET 2015,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.00,null,null,null,null,null,null,null,null
Sat Mar 21 01:00:00 CET 2015,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.00,null,null,null,null,null,null,null,null
Sat Mar 21 03:00:00 CET 2015,0x6d679_20-03-15 18:xx - 21-03-15 4:15_parking,0.00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null
Sat Mar 21 05:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null,null,null
Sat Mar 21 07:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null,null,null
Sat Mar 21 09:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null,null,null
Sat Mar 21 11:00:00 CET 2015,0xf0454_21-03-15 11:xx - 21-03-15 13:23,0.24,0xf0454_21-03-15 11:xx - 21-03-15 11:26,0.07,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null
Sat Mar 21 13:00:00 CET 2015,0xf0454_21-03-15 11:xx - 21-03-15 13:23,0.02,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,null,null,null,null
Sat Mar 21 15:00:00 CET 2015,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null
Sat Mar 21 17:00:00 CET 2015,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null
Sat Mar 21 19:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.00,null,null,null,null
Sat Mar 21 21:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,null,null,null,null,null,null
Sat Mar 21 23:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.00,null,null,null,null
Sun Mar 22 01:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,null,null,null,null,null,null
Sun Mar 22 03:00:00 CET 2015,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null
Sun Mar 22 05:00:00 CET 2015,0x7086e_22-03-15 6:xx - 24-03-15 0:23,0.04,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.02,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,0.00
Sun Mar 22 07:00:00 CET 2015,0x7086e_22-03-15 6:xx - 24-03-15 0:23,0.27,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.00,null,null
Sun Mar 22 09:00:00 CET 2015,0x7086e_22-03-15 6:xx - 24-03-15 0:23,0.27,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,null,null,null,null
Sun Mar 22 11:00:00 CET 2015,0x7086e_22-03-15 6:xx - 24-03-15 0:23,0.19,0xf0454_22-03-15 12:xx - 22-03-15 12:55,0.05,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_21-03-15 13:xx - 22-03-15 11:48_parking,0.00,0xf0454_22-03-15 12:xx - 03-05-15 6:52_parking,0.00
Sun Mar 22 13:00:00 CET 2015,0x7086e_22-03-15 6:xx - 24-03-15 0:23,0.03,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xf0454_22-03-15 12:xx - 03-05-15 6:52_parking,0.00,null,null,null,null
Sun Mar 22 15:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null,null,null
Sun Mar 22 17:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.00,null,null,null,null,null,null
Sun Mar 22 19:00:00 CET 2015,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null,null,null
Sun Mar 22 21:00:00 CET 2015,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.07,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,null,null,null,null,null,null
Sun Mar 22 23:00:00 CET 2015,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.17,0xc35c9_23-03-15 0:xx - 06-04-15 8:01,0.00,0x6d679_21-03-15 4:xx - 22-03-15 23:16,0.00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.00,null,null
Mon Mar 23 01:00:00 CET 2015,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 03:00:00 CET 2015,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 05:00:00 CET 2015,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 07:00:00 CET 2015,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 09:00:00 CET 2015,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 11:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,0x6d679_22-03-15 23:xx - 23-03-15 11:08_parking,0.00,null,null,null,null,null,null
Mon Mar 23 13:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 15:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 17:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 19:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Mon Mar 23 21:00:00 CET 2015,0x7086e_22-03-15 6:xx - 24-03-15 0:23,0.10,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null
Mon Mar 23 23:00:00 CET 2015,0x7086e_22-03-15 6:xx - 24-03-15 0:23,0.13,0x7086e_24-03-15 0:xx - 24-03-15 0:36,0.02,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,0x7086e_24-03-15 0:xx - 07-04-15 2:35_parking,0.00,null,null
Tue Mar 24 01:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 03:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 05:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 07:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 09:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 11:00:00 CET 2015,0xc35c9_23-03-15 0:xx - 06-04-15 8:01,0.00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null
Tue Mar 24 13:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 15:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 17:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 19:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 21:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Tue Mar 24 23:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 01:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 03:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 05:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 07:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 09:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 11:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 13:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 15:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 17:00:00 CET 2015,0xc35c9_23-03-15 0:xx - 06-04-15 8:01,0.01,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null
Wed Mar 25 19:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 21:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Wed Mar 25 23:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 01:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 03:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 05:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 07:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 09:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 11:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 13:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 15:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 17:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 19:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 21:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Thu Mar 26 23:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 01:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 03:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 05:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 07:00:00 CET 2015,0xe4728_27-03-15 7:xx - 27-03-15 8:36,0.08,0x53db5_27-03-15 7:xx - 27-03-15 8:49,0.08,0xe4728_27-03-15 8:xx - 27-03-15 8:51,0.01,0x53db5_27-03-15 8:xx - 28-03-15 9:23,0.00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00
Fri Mar 27 09:00:00 CET 2015,0x3f925_27-03-15 9:xx - 27-03-15 10:46,0.08,0x3f925_27-03-15 10:xx - 06-04-15 5:02,0.01,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null
Fri Mar 27 11:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 13:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 15:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 17:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 19:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 21:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Fri Mar 27 23:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 01:00:00 CET 2015,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 03:00:00 CET 2015,0x6d679_28-03-15 3:xx - 28-03-15 12:41_parking,0.00,0x6d679_23-03-15 11:xx - 28-03-15 3:32,0.00,null,null,null,null,null,null
Sat Mar 28 05:00:00 CET 2015,0x6d679_28-03-15 3:xx - 28-03-15 12:41_parking,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 07:00:00 CET 2015,0x6d679_28-03-15 3:xx - 28-03-15 12:41_parking,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 09:00:00 CET 2015,0x6d679_28-03-15 3:xx - 28-03-15 12:41_parking,0.00,0x53db5_28-03-15 10:xx - 03-04-15 8:07_parking,0.00,0x53db5_27-03-15 8:xx - 28-03-15 9:23,0.00,null,null,null,null
Sat Mar 28 11:00:00 CET 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,0x6d679_28-03-15 3:xx - 28-03-15 12:41_parking,0.00,0x53db5_28-03-15 10:xx - 03-04-15 8:07_parking,0.00,null,null,null,null
Sat Mar 28 13:00:00 CET 2015,0xc35c9_23-03-15 0:xx - 06-04-15 8:01,0.00,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,0x53db5_28-03-15 10:xx - 03-04-15 8:07_parking,0.00,null,null,null,null
Sat Mar 28 15:00:00 CET 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 17:00:00 CET 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 19:00:00 CET 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 21:00:00 CET 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sat Mar 28 23:00:00 CET 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sun Mar 29 01:00:00 CET 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sun Mar 29 04:00:00 CEST 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sun Mar 29 06:00:00 CEST 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sun Mar 29 08:00:00 CEST 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sun Mar 29 10:00:00 CEST 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
Sun Mar 29 12:00:00 CEST 2015,0x6d679_28-03-15 12:xx - 31-03-15 18:01,0.00,null,null,null,null,null,null,null,null
